122,MXBLOOM INTERNATIONAL TRAVEL INC/ 米乡巴旅行+,"美国 华盛顿州 西雅图 701 Pike St #780 Seattle, WA 98101 98101",+1 917 475 6690,,包团定制; 主题定制; 奢华定制(客单价5万以上); 自由行/半自由行定制; MICE 会奖定制; 商旅定制; 到地定制,直客和同业都服务,我们把定制的主题分为经典;品鉴和玩味三类；包含但不限于美国和加拿大等区域的游览;体验;文化;游学;摄影;探险;婚礼;影片制作;医旅等方面,根据客人需求确定收费方式,北美,5,一只训练有素，业务精通，经验丰富，了解中美文化的专业旅行服务团队；我们生活在美国，热爱并熟知这里的丰富的旅游资源；专注于做更独特，更有趣，更地道的旅行产品，真诚地希望把深受美国本地与国外游客喜爱的，真实的，精彩的美国介绍给我们的客人。,美国,华盛顿州,122,122,,,,
20,NORSUND TRAVEL AS,挪威 奥斯陆 Stotingsgaten 8 0161,15101197078,www.guidetonorway.cn,到地定制; 会展MICE定制; 商旅定制; 主题定制; 自由行/半自由行定制; 包团定制; 其他类型: 当地玩乐资源,直客和同业都服务,户外探险;人文艺术;会议会奖;营地教育;家庭亲子,根据客人需求确定收费方式,北欧; 南北极,10,NORSUND TRAVEL AS是一家整合北欧目的地资源的旅行机构，2006年在挪威注册，总部位于首都奥斯陆，在卑尔根;特隆姆瑟等城市设有分公司。旗下拥有车导资源;峡湾自营观赏游轮;景区合作经营项目;户外旅行品牌。北京代表处致力于推动中挪两国文化商业交流，为客户提供旅行解决方案，机酒预订;目的地接待;商务发函;大型会展策划执行;营地教育项目推广等。,挪威,奥斯陆,20,20,,,,
98,株式会社幸和旅行,日本 长野县 长野県长野市柳原1380-8 381-0012,13811502275; 080-35085878; 010-80255381,,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; MICE 会奖定制; 到地定制; 奢华定制(客单价5万以上),直客和同业都服务,滑雪;游学;亲子;康养;自然探险,根据客人需求确定收费方式,日韩,4,"深度日本行，定制长野滑雪、民宿、自然学校、游学、亲子、康养相关行程。跟随日本地接社“Kowa幸和""，一起“趣”旅行！",日本,长野市,98,98,,,,
95,"株式会社 華桜国際サービス（KAO INTERNATIONAL SERVICE CO., LTD）",日本 北海道 札幌市 中央区北1西条10丁目1-11，原田ビル 4F 0600001,0081-011-5960086,www.kao-ks.co.jp/,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; 到地定制,直客和同业都服务,高尔夫;滑雪,行程整体打包收费,日韩,3,日本北海道当地地接，专精北海道定制，单团会议、观光、高尔夫主题、滑雪主题等。拥有专业车队、导游队伍，可配套提供酒店、用车、签证邀请服务。,日本,札幌市,95,,,,,
258,仙贝国际旅行社（北京）有限公司,日本 东京都 新宿区 山吹町337,4008131005,xianbei.cc,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; 奢华定制(客单价5万以上),直客和同业都服务,亲子;深度经典;商访;游学;医疗体检,行程整体打包收费,日韩,12,2014年9月，仙贝旅行创立于日本东京，是专注日本最大最专业的旅游服务平台。现已有超过15万优质活跃的粉丝聚集在“仙贝旅行”的微信和微博，成立至今共接待赴日游客8万余人次。 我们提供赴日旅游一站式定制解决方案，如：当季热门、亲子游、商务访问、米其林美食、温泉之旅等主题定制。 另一方面，提供接送机/专车、导游/翻译、酒店餐厅预订、景点门票、WiFi签证、玩乐体验等目的地旅游服务。,日本,东京,258,258,,,,
142,普吉岛双体帆船发现之旅,泰国 曼谷 ,+660945976111,discover-catamaran.com,包团定制; 商旅定制; 主题定制; 到地定制,直客和同业都服务,公司团建;主题个性需求定制,根据客人需求确定收费方式,东南亚,3,"Discover Catamaran 品牌所属公司为AllTour (Thailand) Co., Ltd. 成立于2014年，一直以来都致力于提供游客最好的服务以及出游体验，就像是公司的标语一样，给所有客人带来快乐（FUN），继续追求（PURSUIT）更高的服务水准，提高游客的体验，享受双体船上的时间并分享给身边每一个人，从而让这种旅行方式变成每一个人的生活方式（LIFESTYLE）。",泰国,曼谷,142,142,,,,
80,泰国金兴国际旅行社,"泰国 曼谷 514/24 soi ramkhamhaeng 39 Prache- U- thit Rd., Wangthongland bangkok 10310",00662-5592555,www.gdetravel.com,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; MICE 会奖定制; 奢华定制(客单价5万以上); 其他类型: 体育旅游,直客和同业都服务,体育旅游;考察商务旅游;展览旅游;奢华旅游;家庭旅游小包团,根据客人需求确定收费方式,东南亚,8,"本公司为成立30多年的泰籍旅行社，专门接待华人来泰国旅游。并且配置华语，粤语，英语，日语，法语等多国导游！
   专业的行程设计，将泰国丰富的旅游资源结合各地区顶尖的饭店，配合旅客多元化的选择，以满足各种特殊不同需求的旅客。提供更专业的行程规划，得到各行业的认同和支持！",泰国,曼谷,80,80,,,,
150,云游新西兰,"新西兰  8 Rotherham Street, Riccarton, Christchurch",6433486688,www.yunyou.co.nz,包团定制; 主题定制; 奢华定制(客单价5万以上); 自由行/半自由行定制; 到地定制,直客和同业都服务,摄影,行程整体打包收费,澳新,4,最接地气的新西兰定制机构，让你的旅行计划更简单，预定更方便，玩起来更舒心。,新西兰,基督城,150,150,,,,
50,新西兰大观旅行有限公司,"新西兰 6 Sir William Pickering Drive, Burnside, Christchurch 8053",+64 21 022 67242,www.grandviewtravel.co.nz,主题定制; 自由行/半自由行定制; 包团定制,直客和同业都服务,房车自驾;常规自驾;婚纱蜜月;游学微留学;家庭定制旅游,行程整体打包收费,澳新,2,"新西兰大观旅行有限公司，是一家新西兰本土的旅行策划和目的地管理公司，总部位于新西兰南岛最大的城市-基督城。
大观旅行专注于新西兰自由行，业务包括房车或越野自驾团;微留学;婚纱蜜月定制旅游;项目预订等；我们会按照您的个性化需求，为您量身定做新西兰度假之旅，我们的主旨是让新西兰绝美的风光和风土人情成为您一生中最美好的回忆。",新西兰,基督城,50,50,,,,
144,DeepTravel NZ Limited（新西兰迪普旅行社有限公司）,新西兰 奥克兰 201 Manukau Road，Epsom，Auckland 1023，New Zealand 1023,+64096233295,www.deeptravel.nz,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; 到地定制; 奢华定制(客单价5万以上),直客和同业都服务,自驾;亲子游学;高尔夫;海钓;摄影;打猎;户外探险;帆船;马术;潜水;冲浪;滑雪;奢华行程;开飞机体验等,行程整体打包收费,澳新,6,当旅行成为一种生活方式，选择一家旅行公司就选择了一种生活态度。我们的态度是：为您提供新西兰最纯粹的旅行。所有的行程为您量身打造，让您的旅程与众不同。迪普旅行是一家新西兰本土、拥有丰富资源和经验的旅行公司，我们按照您的个性化需求为您量身定做新西兰特色之旅，我们的主旨是将新西兰丰富多彩的旅游资源和现代社会生活中的所有画面作为宝贵的礼物呈现给您! 跟随迪普旅行，享受100%纯净的新西兰！,新西兰,奥克兰,144,144,,,,
63,UNI Travel Limited,"新西兰 奥克兰 177A Abbotts Way, Remuera, Auckland 1050",275887765,www.unitravel.co.nz,包团定制; 自由行/半自由行定制; 主题定制; 到地定制,直客和同业都服务,澳新游学;亲子;摄影;品酒,按照天数收取服务费,东南亚; 非洲; 西欧; 北美; 拉丁美; 南北极; 澳新; 海岛,2,有你旅行生活 – UNI Travel Limited 成立于新西兰的注册旅行公司，国际航联绑定， 专为华人出行提供服务。主营业务包括： 新西兰境内游 | 回国和国际特价机票预订 | 小团游预订 | 私人旅行订制 | 旅行保险 | 签证服务等。 团队由热爱旅行;并且在新西兰出境游行业具有十多年经验的专业人士组成，用将心比心的服务态度，更灵活;更人性化的;更贴心的帮客户规划每一次旅行。,新西兰,奥克兰,63,,,,,
74,PT.Wahana Wira Wisata,印尼 Jl.Tukad Balian No.333C Denpasar - Bali,+62 0812 7795 7515,,包团定制; 自由行/半自由行定制; 商旅定制; MICE 会奖定制; 主题定制; 奢华定制(客单价5万以上); 其他类型: 婚礼，婚拍; 到地定制,直客和同业都服务,团队;DIY定制;会议;婚礼;婚拍,根据客人需求确定收费方式,海岛,5,是地接业务覆盖印度尼西亚 巴厘岛 龙目岛 美娜多等的综合型旅行社。本社设在巴厘岛登巴萨中央区。英雄旗以服务至上，合作共赢为宗旨，为每一位赴印尼的客人，提供最专心和专业的服务。,印尼,巴厘岛,74,,,,,
11,英国通行旅行社,英国 英格兰 伦敦市 217 Lee High Road SE13 5PQ,+44(0)2082970627,www.tonghangtour.com,自由行/半自由行定制; 到地定制; 包团定制; 商旅定制,直客和同业都服务,,根据客人需求确定收费方式,东欧; 南欧; 西欧,5,"英国通行旅行社自1999年以来，专长于欧洲目的地参团旅游运营。拥有固定资深新加坡\马来导游数十人，提供面向全世界华人中高端中文导览服务。
通行旅游是英国旅游社协会ABTA注册会员。成立以来先后获得意大利旅游部颁发「最强旅社」奖;意大利罗马旅游部的最佳旅行社奖;法国领事馆特选「一级」代理以及最佳英国旅游运营商奖。",英国,伦敦市,11,11,,,,
34,Connectia Ltd,英国 英格兰 萨里郡 64 Sycamore Avenue GU229FH,447554442061,,包团定制; 商旅定制; MICE 会奖定制; 奢华定制; 自由行/半自由行定制; 主题定制,直客和同业都服务,游学;婚礼;豪华酒店;贵族体验,行程整体打包收费,北欧; 西欧; 南欧,8,Connectia Ltd（可道）是位于英国的高端生活方式管理公司。为客户提供深度特色的目的地之旅。并帮助客户实现教育;商业;婚礼;移民和置业等国际生活需求。,英国,萨里郡,34,34,,,,
